Item Number,tmp,Title,list price1,list price2
1481167,21228258,RESOURCE BENECAL 1.5 282500,45.63,45.63
1481183,813170800,CATH EXT FREE SM MEN 8000,115.42,115.42
1481209,813170650,CATH EXT GIZMO LG MEN 7200,92.34,92.34
1481217,813170725,CATH EXT GIZMO MD MEN 7250,115.42,115.42
1481225,813170520,CATH EXT FREE CLR MD MN 5200,105.83,105.83
1481241,34580204340,CLOTRIMAZL 1% CRM 15GM PER,3.5,3.5
1481258,34580204341,CLOTRIMAZL 1% CRM 30GM PER,5.06,5.06
1481407,34580201745,MUSCLE RUB XS CRM 3OZ PER 7453,3.49,3.49
1482389,2360106050,REACHER 26 EZ GRAB P60500,14.49,14.49
1482397,2360106060,REACHER 32 EZ GRAB P60600,15.45,15.45
1482538,908911310,UNDRPAD PREV 30X30 UP100 10/CS,30.5,30.5
1482553,743124138,NB IRON 65MG TAB,3.24,3.24
1482561,743121343,NB CALCIUM 1200MG W/VD SGL,9.1,9.1
1482694,743120796,NB BIOTIN 1000MCG TAB,6.46,6.46
1482736,743121026,NB COLD MLLD ORGNC FLAXSD 15OZ,8.38,8.38
1482777,3018755180,CORTAID INT/THERAPY SPR 2OZ,5.6,5.6
1482934,31108600210,TRIPLE PST MEDIC OINT  8OZ,16.36,16.36
1482942,85707400191,BALMEX DAILY PRTCT OINT 3.5OZ,4.58,4.58
1482967,3813700399,CLEAN  CLEAR ACNE SPOT .75OZ,5.34,5.34
1482983,3813700161,CLEAN  CLEAR CLNS 8OZ M/BRST,4.92,4.92
1483221,36373699202,EPT CERTAINTY TEST 2CT,11.52,11.52
1483239,36373699303,EPT CERTAINTY TEST 3CT,14.95,14.95
1483593,128435167,PHILLIPS MILK OF MAG  CAP,4.04,4.04
1484153,76870262314,PAD TENA DAY LIGHT 62314 6/CS,38.61,38.61
1484575,7605695530,DIADERM FT REJ CRM 4OZ,8.23,8.23
1484906,796561070,BANANA BOAT KID LOT 8OZ SPF50,8.21,8.21
1485200,7124908015,LOREAL SUBLIME BRNZ GEL 5OZ MD,8.1,8.1
1485234,908912580,BRIEF PRFT XL PF014/1 4/CS,34,34
1485523,6127163275,THIGH SUPP ELAST M ALX 3275M,8.35,8.35
1485531,6127163275,THIGH SUPP ELAST L ALX 3275L,8.35,8.35
1485721,7684551054,CON 410809 ESTEEM DRN 10 OP MD,58,58
1485820,7684551054,CON 410812 ESTEEM DRN 12 OP LG,72.05,72.05
1485846,7684551089,CON 413354 ESTEEM DRN 12 TR LG,31.08,31.08
1485937,3000341082,CON 410828 ESTEEM CLSD PCH SM,79.51,79.51
1486026,7684551048,CON 405436 ESTEEM CLSD PCH SM,45.68,45.68
1486174,7684551050,CON 405476 ESTEEM BAR SM 1,42.88,42.88
1486182,7684551050,CON 405477 ESTEEM BAR SM 1 1/8,42.88,42.88
1486273,7684551065,CON 413334 NAT DRN 12 OP 1 3/4,40.76,40.76
1486281,7684551065,CON 413335 NAT DRN 12 OP 2 1/4,40.76,40.76
1486299,7684551065,CON 413336 NAT DRN 12 OP 2 3/4,40.76,40.76
1486315,7684551065,CON 413312 NAT DRN 12 TR 1 3/4,22.78,22.78
1486323,7684551065,CON 413313 NAT DRN 12 TR 2 1/4,22.78,22.78
1486331,7684551065,CON 413314 NAT DRN 12 TR 2 3/4,22.78,22.78
1486364,7684551044,CON 404032 NAT DRN 10 OP 1 3/4,38.99,38.99
1486380,7684551045,CON 404034 NATDRN 10 OP2 3/4,38.99,38.99
1486463,7684551044,CON 404027 NAT DRN 12 OP 1 3/4,38.99,38.99
1486489,7684551044,CON 404029 NAT DRN 12 OP 2 3/4,38.99,38.99
1486505,7684551063,CON 413170 NAT CLSD PCH OP13/4,77.84,77.84
1486521,7684551063,CON 413172 NAT CLSD PCH OP23/4,77.84,77.84
1486539,7684551063,CON 413173 NATCLSD PCHOP11/2,83.91,83.91
1486547,7684551063,CON 413174 NAT CLSD PCH OP13/4,83.91,83.91
1486554,7684551063,CON 413175 NAT CLSD PCH OP21/4,83.91,83.91
1486703,294740020,WHLC FT FOR DSS DS3HC IVC,26.43,26.43
1486737,30039500941,FLAVOR SWEET 16OZ SF HUM,16.66,16.66
1486745,30039500901,FLAVOR SWEET 16OZ HUM,16.66,16.66
1487057,851317828,GERBER INF SPOON SFT BTE 2PK,2.15,2.15
1487636,7684551020,CON 125352 ALF DR 12 CNVX 3/4,81.43,81.43
1487644,7684551020,CON 125353 ALF DR 12 CNVX 7/8,81.43,81.43
1487651,7684551020,CON 125354 ALF DR 12 CNVX 1,81.43,81.43
1487693,7684551021,CON 125358 ALF DR 12 CNVX1 1/2,81.43,81.43
1487792,7684551019,CON 125338 ALF DR 12 CTF 3/4,58.32,58.32
1487800,7684551020,CON 125339 ALF DR 12 CTF OP 1,58.32,58.32
1488055,87738100016,ALT PRESS PAD PMP BC4201 BLU,58.55,58.55
1488063,87738100332,BED WDG 7.5 BW475 CTTNCVR BLU,17.03,17.03
1488071,87738100326,BED WEDGE 10 BC BW410,18.35,18.35
1488089,87738100328,BED WDG 12 BW420 CTTNCVR BLU,19.67,19.67
1488097,87738100297,BODY WDG BA100 CTTN CVR BLU,16.28,16.28
1488147,87738100047,CUSHION FM 18X16X3 GRYVCVR BLU,12.51,12.51
1488162,87738100534,CUSHION LUMB BCLR1N NVYCCVRBLU,9.44,9.44
1488188,87738100499,CUSHION RNG FM BCIR14 14 BLU,8.31,8.31
1488196,87738100503,CUSHION RNG FM BCIR16 16 BLU,9.71,9.71
1488253,87738100399,EQUIP CVR CONCENTR EBW3872BLU,59.38,59.38
1488261,87738100397,EQUIP CVR MATTRESS EB3870 BLU,84.63,84.63
1488279,87738100398,EQUIP CVR NEB/PUMP EB3872 BLU,33.27,33.27
1488295,87738100539,LIFT SLING BCLS7200 CNVS BLU,26.49,26.49
1488303,87738100543,LIFT SLING BCLS7204 MESH BLU,26.49,26.49
1488311,87738100544,LIFT SLING 7205 MESH CTOUT BLU,26.49,26.49
1488345,87738100271,MATTRESS OVRLY AROEASE 5301BLU,27.25,27.25
1488352,87738100269,CUSHION 5250NA GEL 16X16 BLU,81.23,81.23
1488378,87738100268,CUSHION 5250FA GEL 20X16 BLU,88.04,88.04
1488394,87738100051,CUSHION FM18X16X4 GRYVNLCVRBLU,13.91,13.91
1488402,87738100250,CUSHION BC5204NA GL16X16X2 BLU,42.76,42.76
1488410,87738100235,CUSHION BC5204 GEL17X17X2.5BLU,42.76,42.76
1488477,838000851,HOL 8511 LNR DRN PCH CVX7/8 12,37.37,37.37
1488485,838000851,HOL 8512 LNR DRN PCH CVX 1 12,37.37,37.37
1488543,838000852,HOL 8528 LNR DRN PCH CVCTF11/2,37.37,37.37
1488550,838000853,HOL 8531 LNR DRN PCH 2 1/2 12,37.01,37.01
1488634,838000855,HOL 8558 LNR DRN PCH 11/4 12,37.01,37.01
1488667,838000859,HOL 8591 LNR DRN PCH 7/8 12BG,37.37,37.37
1488733,838001440,HOL 14402 NI FW BARR CVCTF13/4,26.96,26.96
1488741,838001440,HOL 14403 NI FW BARR CVCTF21/4,26.96,26.96
1488758,838001440,HOL 14404 NI FW BARR CVCTF23/4,26.96,26.96
1488766,838001450,HOL 14503 NI FW BARR CVX 1 3/4,26.96,26.96
1488774,838001450,HOL 14504 NI FW BARR CVX 1 3/4,26.96,26.96
1488782,838001450,HOL 14505 NI FW BARR CVX 21/4,26.96,26.96
1488790,838001450,HOL 14506 NI FW BARR CVX 2 1/4,26.96,26.96
1488808,838001480,HOL 14802 NI FT BARR CVCTF13/4,37.59,37.59
1488816,838001480,HOL 14803 NI FT BARR CVCTF21/4,37.59,37.59
1488824,838001480,HOL 14804 NI FT BARR CVCTF23/4,37.59,37.59
1488832,838001490,HOL 14903 NI FT BARR CVX 1 3/4,37.6,37.6
1488840,838001490,HOL 14904 NI FT BARR CVX 1 3/4,37.59,37.59
1488857,838001490,HOL 14905 NI FT BARR CVX 2 1/4,37.59,37.59
1488865,838001490,HOL 14906 NI FT BARR CVX 2 1/4,37.59,37.59
1488873,838001813,HOL 18132 NI DRN PCH 13/4 12,20.51,20.51
1488881,838001813,HOL 18133 NI DRN PCH 21/4 12,20.51,20.51
1488899,838001813,HOL 18134 NI CRN PCH 23/4 12,20.51,20.51
1488907,838001811,HOL 18112 NI DRN PCH 13/4 12BG,20.51,20.51
1488915,838001811,HOL 18113 NI DRN PCH 21/4 12BG,20.51,20.51
1488923,838001811,HOL 18114 NI DRN PCH 23/4 12BG,20.51,20.51
1488931,838001819,HOL 18192 NI DRN PCH 13/4 12,26.3,26.3
1488949,838001819,HOL 18193 NI DRN PCH 21/4 12,26.3,26.3
1488956,838001819,HOL 18194 NI DRN PCH 23/4 12,26.3,26.3
1488964,838001818,HOL 18182 NI DRN PCH 13/4 12BG,26.3,26.3
1488972,838001818,HOL 18184 NI DRN PCH 23/4 12BG,26.3,26.3
1488980,838001816,HOL 18163 NI DRN PCH 21/4 12,26.3,26.3
1488998,838001814,HOL 18143 NI DRN PCH 21/4 12BG,26.3,26.3
1489152,350460033,WM OMEGA 3 1000MG SGL,10.9,10.9
1489582,399770090,CLEARASIL ULT CRM 1OZ VANISH,7.53,7.53
1489681,877381005,LIFT SLING 7201 CNVS CTOUT BLU,26.49,26.49
1489699,833329640,MEDIPORE TAPE 4X10 3M 2964,11.16,11.16
1489707,7524402000,SHAM CAP NO RNS 02001 CLN,3.41,3.41
1489723,813170082,CATH EXT FREE INT MEN 8235,43.42,43.42
1489996,705010208,NEUTROGENA SHAM  8.5OZ MOIST,4.43,4.43
1490218,705010266,NEUTROGENA COND  8.5OZ DP MST,4.43,4.43
1490234,705010217,NEUTROGENA LEAVE IN CRM 6OZ,5.69,5.69
1490242,705010264,NEUTROGENA HAIR MASK 6OZ RECVR,5.32,5.32
1490275,705010510,NEUTROGENA MAKEUP RMVR TWL,6.51,6.51
1490382,110173188,DR SCHOLL INGROWN TOENAIL RMVR,6.61,6.61
1490390,110174082,LOTRIMIN ULT FT CRM 24GM,12.39,12.39
1490432,838001460,HOL 14604 NI FT BARR CTF 2 3/4,25.23,25.23
1490614,388562000,MATTRS COV ALRGY RLF TWN 20000,10.12,10.12
1490622,388562000,MATTRS COV ALRGY RLF FUL 20001,11.6,11.6
1490630,388562000,MATTRS COV ALRGY RLF QN 20002,14.46,14.46
1490739,70245923555,DIABETIC SOCK BLK SZ 9-11 201,5.52,5.52
1490788,70245923755,DIABTC SK BK SZ 10-13 3755-201,5.52,5.52
1490838,70245923955,DIABETIC SOCK BLK SZ 13-15 201,5.52,5.52
1490879,511318629,NEXCARE LIQUID BNDG SPRAY .6OZ,4.23,4.23
1490986,442246107,AFTERBITE XTRA .5 OZ,2.46,2.46
1491067,8019619251,OXYGEN CONECTOR SWVL HCS0590,38.6,38.6
1491505,770431016,ST IVES B/W 13.5OZ EXF APR,2.27,2.27
1491521,3813700442,BANDAID TOUGH STRP XLG,2.61,2.61
1491646,948413003,SIMILASAN EYE RELF 10M,7.28,7.28
1491653,948412551,SIMILASAN EAR WX RELF 10ML,7.21,7.21
1491760,2360100216,BATH MAT B216-00 RM CAR,8.1,8.1
1491786,236010154,TRANSFER BNCH B15411 RM CAR,56.74,56.74
1491810,4973501179,NEOCATE JR UNFLAV PWD 400GM,36.46,36.46
1491844,4973501212,NEOCATE JR TROP PWD 400GM,36.54,36.54
1491851,2360103571,COMMODE B35711 BDSIDE RM CAR,46.96,46.96
1491869,2360103551,COMMODE FG35511 EX WD RM CAR,103.89,103.89
1491893,2360101501,TRANSFER BNCH B15011 PD CAR,91.82,91.82
1491901,2360101521,TRANSFER BNCH B15211CTOUT CAR,111.05,111.05
1491968,75475615600,COMMODE B5600 HVY DTY 500 ESS,93.45,93.45
1491992,75475691250,WALKER HD 500LB EM W1250,48.16,48.16
1492214,65230842142,WALKER 4-WHL MINI MACK 4214BL,160.77,160.77
1492222,65230842143,WALKER 4-WHL MINI MACK 4214RD,154.96,154.96
1492230,65230842152,WALKER 4-WHL MACK 4215BL,154.87,154.87
1492248,523084215,WALKER 4-WHL MACK 4215RD,154.87,154.87
1492255,65230842162,WALKER 4-WHL MTY MACK 4216BL,210.02,210.02
1492263,65230842163,WALKER 4-WHL MTY MACK 4216RD,210.02,210.02
1492271,5230832960,WHLC TRNS 329BK 19 BLK NOV,108.53,108.53
1492362,75475622006,UNDERPAD REUSE 36X54 EM C2006,19.75,19.75
1492487,1678432543,GAUZE SPONGE NS 4X4 4 PLY 3254,2.92,2.92
1492602,511318355,NEXCARE ADH PAD 2 3/8X4,4.58,4.58
1492628,511318355,NEXCARE ADH PAD 2 3/8X4,3.28,3.28
1492917,30053630302,NICOTINE GUM 4MG KIT REG WL023,34.97,34.97
1493022,7712240302,CANE SPIRAL TOUR ROSE MP03023,11.49,11.49
1493063,30012117603,UD MAG-AL LIQ 30ML    PA 76030,191.15,191.15
1493360,474003226,VENUS DIVINE RZR,8.06,8.06
1493378,474003227,VENUS DIVINE BLADES,13.62,13.62
1493535,3600001095,KOTEX LGHTDAY PNTYLNR REG UNS,3.38,3.38
1494285,1678421313,SHOE COVER NON-CONDUCTIVE 2131,17.33,17.33
1494905,6127164442,POST OP SHOE FEMALE SM 4442FS,11.95,11.95
1494913,6127164442,POST OP SHOE FEMALE MD 4442FM,11.95,11.95
1494921,6127164442,POST OP SHOE FEMALE LG 4442FL,11.95,11.95
1494939,6127164442,POST OP SHOE MALE SM 4442MS,11.95,11.95
1494947,6127164442,POST OP SHOE MALE MD 4442MM,11.95,11.95
1494954,6127164442,POST OP SHOE MALE LG 4442ML,11.95,11.95
1494962,6127164442,POST OP SHOE XL 4442XL,11.95,11.95
1494970,6127164442,POST OP SHOE XS 4442XS,11.95,11.95
1496801,370003931,OLD SPICE HE SHWR GEL 18OZ FRS,3.42,3.42
1496884,768557006,PILL SPLITTER ULTRA 70068,3.97,3.97
1496892,768557007,PILL ORGANR BUBBLE LOC 70072,1.28,1.28
1497031,721406337,AQUAPHOR BBY HEALING OINT 3OZ,6.17,6.17
1497049,332001972,ARM/HAMR ULT W/STK 2.6OZ FSH,2.9,2.9
1497171,4129807939,CUSHION COCCYX SLOPING DMI7939,10.51,10.51
1497270,3101580837,SENSODYNE TPST 4OZ FULL PROTCT,4.74,4.74
1497312,705010201,NEUTROGENA MEN A/SHV LOT 1.7OZ,5.22,5.22
1497379,35166005263,LORATADINE TAB 10MG ND 24HR OH,3.02,3.02
1497387,35166005260,LORATADINE 24HR 10MG OH 052601,7.62,7.62
1497445,703307130,BIC SOLEIL RZR ORG WMN SENS,5.61,5.61
1497452,703307119,BIC COMFORT 3 RZR MEN SENS,3.06,3.06
1497460,703307119,BIC COMFORT 3 RZR WMN SENS,3.03,3.03
1497585,1204400191,OLD SPICE HE AER 6OZ SPRT,3.74,3.74
1497791,99731620,MITCHUM CL GEL SPRT 2.25OZ,3.33,3.33
1497858,474001299,CUSTOM PLUS RZR ULTGRP,7.8,7.8
1497916,474001319,GILLETTE SER A/S SPL 3.5OZ CW,4.7,4.7
1498120,170000682,DRY IDEA DEO R/O 3.25OZ PWD FR,4.4,4.4
1498138,30997323400,LADY MITCHUM CL GL 2.25OZ SHW,3.33,3.33
1498195,7940055100,AXE DEO INV SLD 2.7OZ ESSENCE,4.04,4.04
1498203,7940055120,AXE DEO INV SLD 2.7OZ KILO,4.04,4.04
1498211,7940055110,AXE DEO INV SLD 2.7OZ PHOENIX,4.04,4.04
1498237,7940026540,DEGREE MEN INV STK 2.7OZ,2.78,2.78
1498252,7940050090,DOVE DEOD INV FRS 1.6OZ,2.19,2.19
1503127,7524400400,SHAM NO RNS 00400 GAL CLN,17.5,17.5
1504661,35038307781,FERROUS SUL 220MG ELXR 1PT,4.28,4.28
1504943,30039519799,LAVENDER OIL 30 ML,17.99,17.99
1505908,30090419835,ACETAMIN 500MG CAPL MAJ,1.96,1.96
1505916,30904198359,MAPAP XS 500MG CAP MAJ,1.6,1.6
1505924,30090419838,MAPAP CAP 500MG MJ,12.39,12.39
1505957,30090419888,ACETAMIN 500MG TAB MAJ,12.6,12.6
1505981,30090452564,ACETAMIN  80MG CHEWTB MAJ,1.48,1.48
1506054,30090442136,ACIDOPHILUS-PECT CAP MAJ,2.62,2.62
1506062,30090477271,ANTACID SUSP 12OZ MAJ,5.19,5.19
1506260,30090413130,BISMATROL SUSP 236ML MAJ,2.65,2.65
1506286,30090450626,CALCIUM-CITRATE 950MG TAB MAJ,5.83,5.83
1506328,30904001259,ALLERGY TABS 4MG MAJ,1.16,1.16
1506336,30904001280,CHLORPHENIRMN TAB 4MG MAJ,5.12,5.12
1506377,30090442256,COD LIVER OIL CAP MAJ,3.46,3.46
1506393,30090411321,VIT B-12 TAB 100MCG  MJ 113213,2.7,2.7
1506401,30090442171,VIT B-12 1000MCG TAB MJ 421713,3.86,3.86
1506435,30090420515,DIMENHYDRINATE 50MG TAB MAJ,2.16,2.16
1506443,30090453066,UD DIPHENHYDRAMN 25MG MJ 30661,6.46,6.46
1506468,30090453543,DIPHENHYDRAMN 2% CRM 1OZ MAJ,2.98,2.98
1506526,30090452935,GLUCOSAMINE SUL CP 500MG MJ352,8.25,8.25
1506583,30090479125,IBUPROFEN CAPL 200MG MJ 791251,1.6,1.6
1506591,30090479146,UD IBUPROFEN TB 200MG MJ 91461,7.45,7.45
1506609,30090479157,IBUPROFEN TAB 200MG  MJ 791570,6.77,6.77
1506625,30090451825,MELATONIN TAB 3MG    MJ 518252,5.5,5.5
1506682,30090407881,MILK OF MAGN 12OZ    MJ 078814,2.75,2.75
1507086,30090427275,STRESS FORM TB W/ZNC MJ 272752,4.35,4.35
1507110,30090402747,VIT E CAP  400IU     MJ 027472,23.89,23.89
1507177,30090426217,ANIMAL SHAPES CHEWTB MAJ,5.75,5.75
1507201,30090405316,ONCE DAILY W/FE TAB  MJ 053160,2.79,2.79
1507219,30090450596,MEDI PADS            MJ 505960,4.24,4.24
1510809,30060308395,Q-PAP ELIX CHERRY 16OZ UNBX QT,4.99,4.99
1510825,30060308399,Q-PAP ELIX CHERRY  4OZ UNBX QT,1.8,1.8
1510858,30060308409,Q-PAP ELIX GRAPE 4OZ UNBOX  QT,1.8,1.8
1510866,30060308415,Q-PAP CHILD SUSP BBGUM 4OZ  QT,2.63,2.63
1511070,30060300262,ASPIRIN EC DR 81MG TAB QUA,1.5,1.5
1511088,30060300263,ASPIRIN EC DR 81MG TAB QUA,9,9
1511096,30060301692,ASPIRIN EC DR 325MG TAB QUA,1.59,1.59
1511104,30060301693,ASPIRIN EC DR 325MG TAB QUA,11.49,11.49
1511211,30060308239,Q-DRYL AF LIQ 4OZ UNBX QT 2394,1.44,1.44
1511286,60308579,Q-TUSSIN AF 4OZ      QUA,0.8,0.8
1512011,30060308529,Q-TAPP DM ELIX UNBOX 4OZ QT 94,1.69,1.69
1512086,30060308519,Q-TAPP ELIX 4OZ      QT 085194,1.43,1.43
1512201,30060302102,MYTAB GAS CHW TB 80MG QT 21021,3.7,3.7
1512219,30060302112,MYTAB GAS MS 125MG TAB QT 1120,4.1,4.1
1515972,30053603551,DOCUSAT-SOD-SENNA TAB WAT,42.58,42.58
1516004,30053613858,ORALYTE SOL GRAPE FLAV 33.8 WL,4.88,4.88
1516137,30053639840,INOSITOL TAB 500MG   WL 398401,5.79,5.79
1516483,30053613951,ORALYTE FREEZE POP 2.1OZ MAJ-R,4.88,4.88
1516541,30053618811,REGULOID SF REG LAX PDR 15OZ,8.53,8.53
1516632,30053647870,VIT B COMPLX SGEL CAP WL 78701,4.39,4.39
1516657,30053657009,ZINC OXIDE OINT 1LB  WL 570098,5.34,5.34
1517200,87738100272,WHLC 550AB SEATBELT BUCKL BLU,11.11,11.11
1517382,8019680318,OXYGEN CONNECT XMAS TR HCS4555,0.56,0.56
1517408,60741120045,OXYGEN TUBE 25FT CLEAR HCS4525,1.08,1.08
1517432,8019671547,OXYGEN TUBING 7FT HCS4507V,0.36,0.36
1517507,31284353642,BAYER LOW DOSE 81MG ENTRIC TAB,11.22,11.22
1517523,57301511,ADVIL TAB POCKET PK,1.66,1.66
1520402,36809404945,UD IBUPRFN SUS CHLD  5ML SY PD,74.27,74.27
1520766,7712242103,CANE ALM TOURVNLGP SL MP21034,8.69,8.69
1527415,7684551021,CON 125362 ALF URO CNVX 5/8,76.82,76.82
1527449,7684551021,CON 125365 ALF URO CNVX 1,76.82,76.82
1527530,1920075352,LYSOL ALL PUR CLNR 32Z LMN BRZ,3.06,3.06
1527886,7684551023,CON 175611 ALF STOMCP OP 3/4-2,61.6,61.6
1527910,34355300023,CON 324403 SENSICARE CREAM 3OZ,5.03,5.03
1527936,838001204,HEELBO/ELBOW PROTR XL 12040,8.18,8.18
1527944,838001204,HEELBO/ELBOW PROTR XXL  12041,8.18,8.18
1527977,838000934,HOL 9349 LEG BAG KIT LF LG,7.94,7.94
1528132,8019602878,CATH URETH 14FR DYND10700,64.33,64.33
1528280,705010900,T/GEL SHAM2N1 8.5OZ,5.54,5.54
1528306,6373902910,UD CALC W/VIT D 500MG SK 29101,36.92,36.92
1528678,3500076441,COLGATE TPST 2N1 KID 4.6OZ MLN,3.32,3.32
1529320,30012117623,UD MAG-AL PLS XS 30ML PA 76230,219.73,219.73
1529510,370003858,CREST TPST W/SCOP 4.4OZ MNT,2.53,2.53
1529627,511312007,FUTURO KNEE STABLZR MED,9.61,9.61
1529635,511312007,FUTURO KNEE STABLZR LRG,9.61,9.61
1529643,511312015,FUTURO BACK STABLZR SML/MED,20.49,20.49
1529650,511312007,FUTURO BACK STABLZR LRG/XLRG,20.49,20.49
1529668,511312015,FUTURO KNEE STABLZR ADJ 1SZ,11.74,11.74
1529767,709423024,GUM RINCINOL PRN 4OZ,6.58,6.58
1529866,697701010,RADIAPLEX RX GEL 6OZ MP00106,21.51,21.51
1530039,30009607260,DHS COND RINSE 8OZ,7.18,7.18
1530583,30009607270,DHS SHAM  8OZ,7.14,7.14
1530799,30009607220,DML MOISTURIZING LOT  8OZ,8.61,8.61
1530823,30096074104,SOLBAR SUPR SNSCR SPF50 CR 4OZ,9.05,9.05
1530831,30009607240,AQUANIL CLNS LOT  8OZ,7.42,7.42
1530849,30009607250,DHS CL SHAM  8OZ,6.74,6.74
1530864,30009607200,DML FORTE CRM 4OZ,8.81,8.81
1530872,30009607214,DML FACIAL MOISTR CRM 1.5OZ,11.53,11.53
1530906,30009607320,AQUANIL HC 1% LOT 4OZ,15.9,15.9
1530914,9606850,SOLBAR PF SNSCR SPF30 GL 3.8OZ,9.05,9.05
1530963,30009607241,AQUANIL CLNS LOT 16OZ,11.47,11.47
1530971,30009607221,DML MOISTURIZING LOT 16OZ,13.89,13.89
1531151,6798108947,KY WARMING JELLY 2.5OZ,5.6,5.6
1531219,888151113,MONO IN SYR.5CC 29G 8881511136,23.48,23.48
1532639,411670339,CORTIZONE 10 OINT 2OZ,6.21,6.21
1532845,474001259,GOOD NEWS RZR,8.35,8.35
1532852,474001260,GOOD NEWS PLUS RZR,8.26,8.26
1532860,474001262,GOOD NEWS RZR PIVOT PLUS,8.27,8.27
1533157,101580840,SENSODYNE TPST 6OZ EXTR WHITN,6.33,6.33
1534320,370000828,ALWAYS PNTILNR REG,0.89,0.89
1534338,370000292,ALWAYS PAD LNG WING,5.34,5.34
1534353,370004468,ALWAYS PAD U/THIN MAX WING,3.16,3.16
1534379,370004268,ALWAYS PNTILNR MAX XLNG,3.16,3.16
1534387,370000468,ALWAYS PAD LNG SUPR,3.16,3.16
1534395,730100012,TAMPAX PEARL MULTIPAX UNS,7.01,7.01
1534841,454680662,APX ASHX CROSTRNORT40662M1011,7.02,7.02
1535285,454684075,APX BOUNCE GELINSOLES LG4075S,11.7,11.7
1536143,429,TED KH CLT XLG REG BGE 4296,12.62,12.62
1536549,23402410,DUREX CONDOM XTR SENS LUB,8.54,8.54
1536622,226009266,TROJAN CONDOM ULT THIN LUB,14.3,14.3
1540558,30087074026,FER IN SOL DROP 50ML 074026,9.84,9.84
1540947,30087040265,POLYVISOL DRP 50ML 040265,7.88,7.88
1541309,30087040365,TRIVISOL DRP 50ML 040365,7.15,7.15
1542083,30087511729,PORTAGEN POWDER 14.46OZ,20.57,20.57
1542661,30087036721,PREGESTIMIL POWDER  1LB 036721,36.55,36.55
1542968,30087040506,POLYVISOL DRP/FE 50ML 040506,7.88,7.88
1545144,85714100497,VIACTIV 500 CALC CHEWS MLK CHC,6.68,6.68
1551134,1559401018,ASTROGLIDE LUBE 5OZ,8.72,8.72
1552025,30049605231,UD MASTISOL ADHESIVE LIQ 15ML,11.41,11.41
1552173,30071301090,BISAC-EVAC 10MG SUPP GW,2.75,2.75
1552322,30071301975,MICONAZOLE 7 VAG SUPP GW 19757,4.39,4.39
1552405,30071302683,TRIP ANTI OINT 30GM  GW 026831,3.09,3.09
1552587,30090477048,ASPIRIN EC DR 81MG TAB MAJ,8.4,8.4
1552686,30090412280,DIPHENHYDRAMN CH LIQ 118ML MAJ,1.44,1.44
1552694,30090455512,BANOPHEN 25MG TAB MAJ,1.76,1.76
1552702,30090455515,BANOPHEN 25MG TAB MAJ,4.19,4.19
1552728,30090450586,BISCOLAX 10MG SUPP MAJ,9.89,9.89
1552736,30904131546,BISMATROL 262MG CHEWTB MAJ,3.7,3.7
1552850,30090432325,CALCIUM  600MG TAB MAJ,1.98,1.98
1552975,30090450230,CERTAVITE LIQ 8OZ MAJ,4.4,4.4
1553007,30090455772,IBUPROFEN SUSP 4OZ   MAJ 57720,4.6,4.6
1553197,30090478223,CLOTRIMAZL 1% CRM 30GM MAJ,1.97,1.97
1553213,30090456164,COENZYME Q10  50MG SFTGL MAJ,8.21,8.21
1553445,30090456436,DOCUSAT-SOD-SENNA TAB MAJ,2.35,2.35
1553783,30090421376,UD FERROUS GLUC 324MG MJ 13761,5.64,5.64
1553791,30090475916,UD FERROUS SULF 5GR GRN MJ9161,4.99,4.99
1554146,30090455929,GLUCOSAM/CHONDROIT CAPLET   MJ,22.39,22.39
1554278,30090455298,HEARTBURN RELIEF TAB MJ 552987,3.6,3.6
1555440,30043031001,MOISTUREL LOT  8OZ,7.34,7.34
1555457,30043031001,MOISTUREL LOT 14OZ,9.3,9.3
1555663,30090419850,MAPAP ELXR 4OZ UNBOX CHRY MJ,1.55,1.55
1555671,30090419851,MAPAP ELXR 160MG/5ML 16OZ MJ,4.4,4.4
1555739,30090419826,MAPAP TAB 325MG MJ,1.38,1.38
1556018,30090419826,UD MAPAP TABS 325MG  MJ 198261,4.17,4.17
1556117,30090419828,MAPAP TAB 325MG MJ,11.36,11.36
1556133,30090419886,MAPAP TAB 500MG MJ,2.06,2.06
1556323,30090407881,MILK OF MAGNESIA 16OZ MJ 78816,2.56,2.56
1556422,90406296,NIACIN SR CAP 250MG  MJ 062960,4.99,4.99
1556448,30090422706,NIACIN TABS  50MG    MJ 227060,2.22,2.22
1556596,30090411023,POVIDINE IOD OINT 1OZ MJ 10231,2.79,2.79
1556604,30090411030,POVIDINE SOL  8OZ    MJ 110309,3.15,3.15
1556836,30904006100,ROBAFEN CGH SYRP  4OZ MAJ,2.6,2.6
1556927,30090456751,SOLUBLE FIBER PWD 454GM MJ7516,7.59,7.59
1557198,30090420155,TRI-BUFFERED ASPIRIN TAB MJ,1.89,1.89
1557321,30090431916,ZINC GLUC TAB 50MG   MJ 319160,2.77,2.77
1558527,30053663840,COD LIVER OIL CAP WAT,3.89,3.89
1558550,30053685018,TRI-VIT DRP 50ML     WAT,5.65,5.65
1558774,1111112339,DOVE B/W 12OZ COOL MOISTR,4.38,4.38
1558782,14900395,PEPTO BISMOL  8OZ CHR,3.33,3.33
1558790,14903204,PEPTO BISMOL 12OZ CHR,4.67,4.67
1558816,1070580077,MANDELAY GEL 1OZ,3.16,3.16
